word,counts,test_or_train
dominant,1,TEST
stress,1,TEST
simply,1,TEST
indicates,1,TEST
centering,1,TEST
attention,2,TEST
emotion,1,TEST
left,2,TEST
"inviolate,",1,TEST
thinking,1,TEST
familiarity,1,TEST
gentle,1,TEST
broil,1,TEST
toast,1,TEST
usual,1,TEST
wage,1,TEST
"negotiations,",1,TEST
industry,1,TEST
bargains,1,TEST
single,2,TEST
union,1,TEST
heave,1,TEST
ropes;,1,TEST
boat's,1,TEST
unstuck,1,TEST
materials:,1,TEST
ceramic,1,TEST
modeling,1,TEST
clay:,1,TEST
"red,",1,TEST
buff,1,TEST
technical,1,TEST
efficiency,1,TEST
achieved,1,TEST
actual,1,TEST
"ahah,",1,TEST
lush,1,TEST
divorcee,1,TEST
husky,1,TEST
mock,1,TEST
distaste,1,TEST
join,1,TEST
so-called,1,TEST
vegetable,1,TEST
ivory,1,TEST
endosperm,1,TEST
egg-sized,1,TEST
one's,1,TEST
ego,1,TEST
father,1,TEST
dances,1,TEST
alternated,1,TEST
sung,1,TEST
spoken,1,TEST
verses,1,TEST
"is,",1,TEST
"persuasively,",1,TEST
embodiment,1,TEST
meanness,1,TEST
slyness,1,TEST
"sometimes,",1,TEST
father's,1,TEST
"never,",1,TEST
"himself,",1,TEST
hated,1,TEST
excited,1,TEST
identify,1,TEST
men,1,TEST
"age,",1,TEST
flu,1,TEST
lightly,1,TEST
base,1,TEST
rocky,1,TEST
"hillside,",1,TEST
horses,1,TEST
climbed,1,TEST
foot,1,TEST
famous,1,TEST
author,1,TEST
literary,1,TEST
optical,1,TEST
electrostatic,1,TEST
wide,1,TEST
gateway,1,TEST
material,1,TEST
situations,1,TEST
,1,TEST
sharks,1,TEST
shrimp,1,TEST
swam,1,TEST
backward,1,TEST
custody,1,TEST
wife,1,TEST
divorced,1,TEST
anti-infective,1,TEST
properties,1,TEST
drug,2,TEST
check,1,TEST
cafeteria,1,TEST
location,1,TEST
sure,1,TEST
employees,1,TEST
lad,1,TEST
forged,1,TEST
shackles,1,TEST
"time,",1,TEST
slapped,1,TEST
thighs,1,TEST
latent,1,TEST
"electricity,",1,TEST
interest,1,TEST
radiosterilization,1,TEST
resides,1,TEST
services,1,TEST
turn,1,TEST
city,1,TEST
ghost,1,TEST
town,1,TEST
radiated,1,TEST
warmth,1,TEST
fellowship,1,TEST
tellers,1,TEST
remain,1,TEST
imitate,1,TEST
virtuous,1,TEST
honest,1,TEST
seekers,1,TEST
truth,1,TEST
encourage,1,TEST
benefits,1,TEST
stake,1,TEST
"me,",1,TEST
dice,1,TEST
incorporated,1,TEST
supplements,1,TEST
slid,1,TEST
evasive,1,TEST
shadow,1,TEST
storm,1,TEST
cloud,1,TEST
urethane,1,TEST
foam,1,TEST
insulator,1,TEST
deal,2,TEST
emphasis,1,TEST
legged,1,TEST
silhouette,1,TEST
he'd,1,TEST
collared,1,TEST
public,1,TEST
"sonic,",1,TEST
"electronic,",1,TEST
galvanic,1,TEST
blank,1,TEST
"research,",1,TEST
"believe,",1,TEST
develop,1,TEST
commercial,1,TEST
applications,1,TEST
threatening,1,TEST
devour,1,TEST
permit,1,TEST
rustling,1,TEST
solved,1,TEST
"necessary,",1,TEST
brand,1,TEST
dad,1,TEST
second,1,TEST
twitched,1,TEST
"shirtsleeve,",1,TEST
burn,1,TEST
upper,1,TEST
rubbed,1,TEST
sleepily,1,TEST
huge,1,TEST
paw,1,TEST
field,1,TEST
guns,1,TEST
captured,1,TEST
position,1,TEST
